Index,Date,Open,High,Low,Close,Adj Close,Volume
1,1/1/01,0.265625,0.401786,0.257813,0.386161,0.328669,13709460800
2,2/1/01,0.36942,0.391741,0.321429,0.325893,0.277374,7023766400
3,3/1/01,0.31808,0.424107,0.30692,0.394107,0.335432,10799062400
4,4/1/01,0.394464,0.484286,0.334821,0.455179,0.387411,11158991200
5,5/1/01,0.45375,0.476786,0.344643,0.35625,0.303211,7468434400
6,6/1/01,0.359464,0.448214,0.345536,0.415179,0.353366,7638265600
7,7/1/01,0.422143,0.450357,0.31875,0.335536,0.285581,8655102400
8,8/1/01,0.339464,0.355357,0.308571,0.33125,0.281933,5129359200
9,9/1/01,0.330357,0.340714,0.262143,0.276964,0.235729,5531523200
10,10/1/01,0.276607,0.346786,0.264821,0.313571,0.266886,7544247200
11,11/1/01,0.315179,0.384821,0.308036,0.380357,0.323729,5369744800
12,12/1/01,0.376071,0.429107,0.35875,0.391071,0.332848,4629839200
13,1/1/02,0.39375,0.441607,0.361607,0.441429,0.375708,8515376800
14,2/1/02,0.434643,0.463929,0.373929,0.3875,0.329808,7837424000
15,3/1/02,0.391607,0.451786,0.389643,0.422679,0.35975,5318583200
16,4/1/02,0.4175,0.467321,0.410714,0.433393,0.368869,6422836000
17,5/1/02,0.43375,0.463929,0.395357,0.416071,0.354126,5976157600
18,6/1/02,0.417679,0.41875,0.285357,0.316429,0.269319,8708016800
19,7/1/02,0.31625,0.335536,0.246429,0.2725,0.23193,8118415200
20,8/1/02,0.269821,0.290179,0.249464,0.263393,0.224179,5151686400
21,9/1/02,0.25875,0.27125,0.250893,0.258929,0.220379,5291837600
22,10/1/02,0.260536,0.293571,0.238571,0.286964,0.24424,6611432800
23,11/1/02,0.284643,0.310357,0.268036,0.276786,0.235578,4531721600
24,12/1/02,0.283929,0.2875,0.246071,0.255893,0.217795,4530439200
25,1/1/03,0.256429,0.274643,0.242143,0.256429,0.218251,6045832800
26,2/1/03,0.257321,0.273214,0.246429,0.268036,0.22813,4114303200
27,3/1/03,0.268036,0.270714,0.250714,0.2525,0.214907,4028404800
28,4/1/03,0.253571,0.266964,0.227143,0.253929,0.216124,7775342400
29,5/1/03,0.254464,0.339464,0.25,0.320536,0.272814,10811544800
30,6/1/03,0.323214,0.351607,0.296964,0.340357,0.289684,6113335200
31,7/1/03,0.336964,0.385179,0.330536,0.376429,0.320386,5218270400
